130.9	59.5	5' 10"	178
218.5	99.3	6' 0"	182
154.7	70.3	5' 8"	172
210.3	95.6	5' 8"	173
168.5	76.6	6' 2"	189
136.6	62.1	5' 7"	171
150.5	68.4	5' 5"	165
187	85	6' 0"	184
210.5	95.7	5' 8"	172
146.3	66.5	5' 9"	174
157.1	71.4	5' 8"	172
206.1	93.7	5' 4"	163
245.3	111.5	5' 6"	168
179.5	81.6	6' 0"	182
175.3	79.7	6' 2"	189
194.5	88.4	5' 10"	178
192.3	87.4	5' 9"	174
238.5	108.4	6' 3"	190
150.9	68.6	5' 10"	178
221.1	100.5	5' 10"	179
178	80.9	6' 0"	183
145.9	66.3	5' 7"	171
140.6	63.9	5' 7"	169
235.8	107.2	5' 7"	171
227.3	103.3	5' 9"	176
183.3	83.3	6' 0"	183
197.8	89.9	5' 5"	165
163.7	74.4	5' 10"	178
255.9	116.3	6' 2"	187
142.3	64.7	6' 1"	185
180.8	82.2	5' 6"	168
155.3	70.6	5' 8"	172
135.5	61.6	5' 4"	163
198.4	90.2	5' 10"	179
227.9	103.6	5' 11"	181
224.2	101.9	5' 7"	169
224.2	101.9	5' 4"	162
218.5	99.3	5' 8"	173
191.6	87.1	5' 8"	172
152	69.1	5' 8"	172
196.9	89.5	5' 9"	174
156.6	71.2	5' 7"	170
159.3	72.4	6' 0"	182
176.2	80.1	5' 7"	170
157.7	71.7	5' 11"	180
197.1	89.6	5' 9"	174
213.6	97.1	6' 2"	187
149.4	67.9	5' 7"	169
148.9	67.7	5' 6"	167
228.4	103.8	5' 11"	181
131.1	59.6	6' 0"	184
228.8	104	6' 3"	190
176.4	80.2	5' 8"	172
215.8	98.1	5' 7"	170
232.1	105.5	5' 11"	181
157.7	71.7	6' 0"	182
216	98.2	6' 0"	184
242.9	110.4	5' 5"	166
192.5	87.5	5' 9"	176
207.7	94.4	5' 9"	176
211.6	96.2	5' 5"	166
154.2	70.1	5' 10"	177
149.6	68	6' 1"	185
194.3	88.3	5' 11"	181
132.9	60.4	5' 10"	178
156.9	71.3	5' 10"	178
238.9	108.6	6' 0"	184
212.5	96.6	5' 6"	167
214.7	97.6	6' 0"	183
180.4	82	5' 5"	165
177.1	80.5	6' 2"	188
145	65.9	6' 2"	188
222.2	101	5' 7"	171
227.3	103.3	6' 0"	184
248.8	113.1	5' 9"	176
213.8	97.2	5' 5"	166
202.2	91.9	5' 5"	164
189.6	86.2	5' 10"	178
188.5	85.7	5' 10"	178
130.9	59.5	6' 0"	184
171.4	77.9	6' 0"	183
152	69.1	5' 11"	181
166.8	75.8	5' 11"	180
192.1	87.3	5' 8"	172
163.9	74.5	6' 0"	182
169.4	77	5' 10"	178
206.6	93.9	5' 10"	179
197.6	89.8	6' 0"	184
142.6	64.8	5' 5"	164
214.1	97.3	5' 9"	174
184.1	83.7	5' 10"	178
184.4	83.8	5' 6"	168
193.6	88	5' 10"	177
218.7	99.4	6' 2"	187
212.7	96.7	5' 11"	181
227	103.2	6' 2"	188
229.7	104.4	5' 11"	180
155.8	70.8	6' 0"	183
143	65	5' 11"	180
146.7	66.7	5' 10"	179
155.5	70.7	6' 0"	182
237.2	107.8	5' 11"	181
224.2	101.9	5' 9"	176
167.6	76.2	6' 2"	187
139.7	63.5	6' 2"	187
207.2	94.2	6' 2"	189
193.2	87.8	5' 9"	174
150	68.2	5' 9"	174
150.5	68.4	5' 9"	176
173.8	79	5' 10"	178
190.5	86.6	5' 10"	177
226.6	103	6' 0"	184
149.4	67.9	5' 7"	169
204.6	93	6' 0"	184
211.6	96.2	5' 8"	173
162.8	74	5' 6"	168
144.8	65.8	5' 5"	165
244	110.9	5' 9"	175
145.9	66.3	5' 5"	166
192.7	87.6	6' 1"	185
231.7	105.3	5' 7"	169
171.8	78.1	5' 8"	172
155.3	70.6	5' 10"	177
185.9	84.5	5' 7"	169
248.6	113	5' 7"	170
238.7	108.5	6' 0"	184
154.2	70.1	5' 11"	180
141.7	64.4	5' 7"	170
139.3	63.3	5' 10"	177
132.7	60.3	5' 4"	163
125.4	57	5' 8"	172
162.8	74	6' 0"	182
193.8	88.1	5' 9"	176
141	64.1	5' 5"	165
225.3	102.4	5' 8"	173
227.9	103.6	6' 0"	182
151.6	68.9	6' 0"	182
219.8	99.9	5' 8"	173
191.2	86.9	5' 8"	172
158.2	71.9	5' 10"	179
251.9	114.5	6' 0"	182
174	79.1	6' 0"	182
201.1	91.4	6' 0"	182
160.4	72.9	5' 10"	178
173.8	79	6' 0"	182
163.5	74.3	5' 7"	170
169.2	76.9	5' 10"	177
238	108.2	5' 7"	170
151.6	68.9	5' 9"	175
226.8	103.1	6' 3"	190
167.2	76	5' 10"	178
135.7	61.7	5' 10"	179
231.2	105.1	6' 0"	182
185	84.1	5' 6"	168
210.1	95.5	5' 10"	178
142.3	64.7	5' 5"	165
227.5	103.4	5' 11"	181
198.4	90.2	5' 10"	177
176	80	5' 7"	171
168.3	76.5	5' 7"	170
214.1	97.3	5' 11"	180
177.1	80.5	5' 10"	179
220	100	5' 7"	171
148.9	67.7	5' 10"	179
196	89.1	5' 8"	173
220.7	100.3	5' 9"	176
174	79.1	5' 6"	168
216.5	98.4	5' 7"	171
187	85	5' 7"	171
244.9	111.3	6' 2"	189
224.2	101.9	5' 10"	177
164.8	74.9	5' 7"	169
251	114.1	5' 10"	179
168.7	76.7	6' 0"	184
177.3	80.6	5' 9"	175
191.8	87.2	5' 6"	167
163.5	74.3	6' 2"	189
171.2	77.8	5' 7"	171
140.6	63.9	6' 0"	184
179.3	81.5	6' 0"	184
189.2	86	5' 10"	179
150.9	68.6	6' 1"	186
225.1	102.3	6' 2"	189
240.7	109.4	5' 6"	167
165.7	75.3	5' 7"	169
219.1	99.6	5' 9"	175
204.6	93	5' 11"	181
200	90.9	5' 7"	169
242.7	110.3	6' 1"	185
183.9	83.6	6' 2"	189
244.4	111.1	6' 0"	182
186.6	84.8	5' 6"	168
142.6	64.8	6' 1"	186
169	76.8	5' 9"	175
173.6	78.9	5' 6"	168
223.1	101.4	5' 5"	166
151.8	69	5' 10"	178
234.1	106.4	5' 6"	167
199.1	90.5	5' 11"	180
190.5	86.6	5' 11"	181
175.6	79.8	6' 0"	182
234.5	106.6	5' 8"	172
162.6	73.9	5' 6"	167
214.1	97.3	6' 2"	187
195.4	88.8	5' 4"	163
159.3	72.4	6' 1"	185
209.7	95.3	6' 1"	185
196	89.1	5' 8"	173
141.9	64.5	5' 9"	176
160.4	72.9	6' 0"	182
150	68.2	5' 11"	181
137.7	62.6	5' 10"	177
165.7	75.3	6' 2"	189
213	96.8	6' 2"	187
147.6	67.1	5' 8"	173
247.5	112.5	5' 9"	175
145.2	66	5' 6"	168
166.1	75.5	6' 3"	190
232.1	105.5	6' 0"	182
199.5	90.7	5' 9"	175
243.8	110.8	5' 6"	168
232.5	105.7	5' 7"	171
145	65.9	5' 5"	166
138.8	63.1	5' 10"	179
225.5	102.5	5' 8"	173
197.3	89.7	5' 9"	176
199.3	90.6	5' 6"	168
184.6	83.9	6' 2"	189
149.8	68.1	5' 8"	172
199.8	90.8	5' 8"	173
210.1	95.5	5' 7"	169
155.3	70.6	5' 7"	169
213.2	96.9	5' 8"	172
244	110.9	5' 10"	178
236.3	107.4	5' 11"	181
132.7	60.3	6' 0"	182
176.7	80.3	5' 8"	173
180.4	82	5' 11"	181
218	99.1	5' 7"	171
221.5	100.7	6' 0"	183
225.9	102.7	5' 10"	179
217.4	98.8	5' 10"	179
239.8	109	5' 11"	181
229.5	104.3	6' 1"	186
186.8	84.9	5' 11"	180
135.7	61.7	5' 6"	168
246.2	111.9	6' 2"	187
240.7	109.4	5' 11"	180
149.2	67.8	6' 2"	189
176.2	80.1	5' 11"	181
169.2	76.9	6' 0"	183
191.8	87.2	5' 9"	174
228.8	104	6' 1"	186
179.1	81.4	5' 6"	167
134.4	61.1	5' 8"	173
172.3	78.3	5' 10"	179
208.3	94.7	5' 4"	163
185.9	84.5	5' 8"	173
182.2	82.8	5' 10"	177
155.8	70.8	6' 0"	183
163.7	74.4	5' 7"	169
168.7	76.7	5' 4"	163
245.5	111.6	5' 10"	177
209	95	5' 10"	179
165	75	5' 11"	181
148.3	67.4	5' 8"	173
173.4	78.8	6' 3"	190
191.2	86.9	5' 7"	170
144.8	65.8	5' 8"	173
183.7	83.5	5' 9"	176
183.5	83.4	5' 8"	173
173.1	78.7	5' 7"	169
229.7	104.4	5' 11"	180
198.9	90.4	5' 9"	175
221.5	100.7	6' 0"	182
181.7	82.6	5' 7"	170
231.9	105.4	5' 8"	172
232.3	105.6	5' 11"	181
181.1	82.3	5' 5"	164
236.3	107.4	5' 5"	166
224	101.8	5' 8"	173
223.7	101.7	6' 0"	183
204.6	93	5' 8"	173
125.6	57.1	5' 9"	175
152	69.1	5' 4"	163
227.5	103.4	5' 9"	176
191	86.8	6' 1"	185
207.2	94.2	5' 10"	178
253	115	5' 7"	169
191.8	87.2	6' 0"	182
186.3	84.7	5' 9"	174
202.4	92	6' 0"	183
208.3	94.7	6' 0"	184
200.9	91.3	6' 1"	186
181.5	82.5	5' 5"	165
215.4	97.9	5' 11"	181
176.9	80.4	5' 6"	168
198.7	90.3	5' 11"	180
215.4	97.9	6' 0"	183
182.2	82.8	6' 1"	185
243.8	110.8	5' 7"	170
182.6	83	5' 7"	170
232.5	105.7	5' 9"	176
150.9	68.6	5' 11"	180
220.9	100.4	5' 9"	175
218	99.1	5' 10"	179
233.6	106.2	6' 0"	182
143.4	65.2	5' 4"	163
177.3	80.6	5' 6"	167
165.9	75.4	5' 8"	172
242	110	5' 7"	170
175.3	79.7	5' 8"	173
137.7	62.6	5' 9"	175
193.6	88	6' 0"	184
142.8	64.9	5' 10"	177
211.2	96	5' 9"	174
126.7	57.6	5' 10"	177
163.2	74.2	5' 8"	172
192.1	87.3	6' 2"	189
143.4	65.2	5' 7"	171
147	66.8	5' 5"	164
181.3	82.4	5' 9"	176
196.5	89.3	6' 2"	187
185.2	84.2	5' 7"	171
194.9	88.6	5' 5"	164
148.1	67.3	6' 0"	182
227	103.2	5' 9"	174
156.6	71.2	5' 9"	175
149.8	68.1	5' 5"	166
230.8	104.9	5' 9"	174
152.5	69.3	6' 0"	182
231.7	105.3	5' 9"	176
203.1	92.3	5' 7"	171
191.6	87.1	5' 6"	167
157.3	71.5	6' 0"	184
151.8	69	6' 0"	182
224.4	102	6' 1"	185
216	98.2	5' 11"	181
202.6	92.1	6' 0"	182
242	110	5' 8"	173
166.3	75.6	5' 11"	181
246	111.8	5' 6"	167
132	60	5' 9"	175
157.3	71.5	6' 0"	184
183	83.2	5' 7"	169
169.6	77.1	6' 2"	187
216.9	98.6	6' 1"	185
200	90.9	6' 1"	185
159.3	72.4	5' 11"	181
233.4	106.1	5' 11"	180
202.4	92	6' 0"	182
222	100.9	6' 0"	182
178	80.9	5' 11"	180
188.5	85.7	5' 6"	168
143.2	65.1	6' 1"	186
141.2	64.2	6' 0"	183
182.2	82.8	6' 0"	183
186.6	84.8	6' 0"	183
220.2	100.1	6' 1"	186
251	114.1	5' 8"	172
243.5	110.7	5' 8"	172
152	69.1	5' 9"	174
184.4	83.8	6' 3"	190
215.8	98.1	5' 9"	174
182.4	82.9	5' 10"	177
242.7	110.3	6' 2"	188
227.3	103.3	5' 7"	170
154	70	5' 8"	173
188.1	85.5	6' 0"	183
224.2	101.9	5' 10"	178
213.6	97.1	5' 7"	169
150.7	68.5	6' 0"	183
209.4	95.2	5' 9"	176
220.4	100.2	6' 1"	185
218.2	99.2	5' 4"	163
186.8	84.9	5' 10"	178
225.3	102.4	6' 2"	187
143.9	65.4	5' 8"	172
163.9	74.5	5' 10"	177
186.8	84.9	6' 2"	189
152.2	69.2	5' 9"	176
143.4	65.2	5' 8"	172
150.3	68.3	5' 9"	176
177.5	80.7	5' 8"	172
175.6	79.8	5' 10"	177
133.5	60.7	5' 8"	172
164.8	74.9	5' 8"	172
247.5	112.5	5' 7"	170
209	95	5' 11"	180
139.9	63.6	5' 10"	179
236.5	107.5	5' 7"	169
206.8	94	5' 7"	171
224.6	102.1	5' 7"	169
172	78.2	5' 10"	179
166.8	75.8	5' 7"	169
210.5	95.7	6' 1"	186
218.9	99.5	5' 9"	175
251.5	114.3	5' 9"	174
145.2	66	5' 10"	177
216.7	98.5	5' 9"	175
192.3	87.4	5' 5"	165
211.6	96.2	5' 7"	170
224.4	102	5' 9"	175
136.4	62	5' 11"	181
136.4	62	6' 2"	188
180	81.8	5' 8"	172
174	79.1	5' 11"	181
194.7	88.5	5' 8"	173
182.4	82.9	5' 10"	179
155.3	70.6	5' 9"	176
144.5	65.7	6' 0"	182
168.5	76.6	5' 11"	180
142.3	64.7	5' 10"	178
153.3	69.7	5' 11"	181
194.5	88.4	5' 5"	166
140.6	63.9	6' 2"	188
191.2	86.9	5' 10"	179
161	73.2	5' 7"	171
140.8	64	5' 7"	171
160.2	72.8	5' 7"	169
146.5	66.6	5' 7"	170
143	65	5' 11"	181
246.8	112.2	5' 11"	180
145.6	66.2	6' 2"	188
195.4	88.8	5' 9"	176
176	80	5' 9"	174
156	70.9	6' 1"	185
245.5	111.6	5' 7"	169
141.9	64.5	6' 0"	183
245.5	111.6	5' 9"	175
174	79.1	5' 10"	179
228.1	103.7	5' 7"	169
157.7	71.7	5' 5"	165
161.7	73.5	5' 11"	180
166.5	75.7	6' 1"	185
189	85.9	6' 2"	187
151.1	68.7	5' 6"	167
200.2	91	5' 10"	179
178.9	81.3	5' 7"	170
190.3	86.5	5' 9"	176
133.8	60.8	5' 10"	179
155.8	70.8	5' 9"	175
201.7	91.7	5' 9"	174
233.4	106.1	5' 7"	170
149.6	68	5' 6"	167
161.7	73.5	5' 11"	181
185	84.1	6' 0"	182
240.2	109.2	6' 0"	183
220.2	100.1	6' 0"	182
223.5	101.6	6' 0"	182
227.7	103.5	6' 0"	184
199.5	90.7	6' 0"	182
132	60	5' 10"	177
172	78.2	5' 7"	169
159.3	72.4	6' 0"	182
168.3	76.5	6' 0"	182
196.5	89.3	6' 2"	188
245.5	111.6	6' 1"	185
244.6	111.2	6' 0"	183
168.7	76.7	6' 1"	185
208.6	94.8	5' 10"	178
226.4	102.9	5' 10"	177
144.5	65.7	5' 7"	171
185.7	84.4	5' 5"	165
143.9	65.4	5' 9"	174
127.4	57.9	5' 8"	173
202.2	91.9	6' 1"	186
172	78.2	6' 1"	186
195.8	89	6' 0"	184
141.7	64.4	5' 7"	170
204.2	92.8	6' 0"	184
159.9	72.7	5' 10"	177
212.7	96.7	6' 0"	183
227.3	103.3	5' 8"	172
145	65.9	5' 6"	168
144.8	65.8	5' 8"	173
174.5	79.3	5' 5"	166
135.7	61.7	6' 0"	184
150.5	68.4	6' 0"	182
163.2	74.2	5' 7"	171
167.4	76.1	5' 7"	170
168.7	76.7	5' 10"	179
178	80.9	5' 6"	168
233.6	106.2	6' 2"	187
228.4	103.8	6' 0"	183
252.6	114.8	5' 8"	172
233.4	106.1	5' 7"	171
203.5	92.5	5' 7"	170
137.9	62.7	6' 3"	190
189.2	86	5' 7"	170
194.5	88.4	5' 7"	171
166.8	75.8	6' 0"	182
235.8	107.2	6' 2"	187
167.6	76.2	5' 7"	170
145.2	66	5' 9"	174
151.8	69	5' 8"	172
169.2	76.9	6' 0"	182
239.8	109	5' 10"	177
150.9	68.6	5' 9"	174
158.6	72.1	5' 10"	177
187.4	85.2	5' 7"	170
176.7	80.3	5' 11"	180
225.5	102.5	5' 10"	179
184.4	83.8	5' 11"	180
150.5	68.4	5' 11"	181
244.9	111.3	5' 9"	175
210.8	95.8	5' 7"	169
171.2	77.8	5' 10"	177
186.6	84.8	5' 6"	168
213	96.8	5' 10"	179
167.6	76.2	5' 10"	179
126.1	57.3	6' 0"	184
130	59.1	6' 0"	183
151.1	68.7	5' 5"	166
182.6	83	6' 2"	187
236.5	107.5	5' 8"	173
188.8	85.8	6' 1"	185
141.5	64.3	5' 5"	166
230.6	104.8	6' 0"	182
189.2	86	5' 11"	181
185.5	84.3	5' 6"	168
183	83.2	5' 10"	177
161	73.2	6' 2"	187
187.7	85.3	5' 7"	169
209.4	95.2	6' 2"	188
232.1	105.5	5' 8"	172
142.8	64.9	6' 1"	185
198.7	90.3	5' 11"	181
188.3	85.6	5' 11"	181
191	86.8	5' 11"	181
218	99.1	6' 2"	188
148.7	67.6	5' 8"	173
249	113.2	6' 1"	186
247.5	112.5	5' 9"	175
144.5	65.7	5' 10"	177
145	65.9	5' 10"	178
186.1	84.6	5' 6"	167
158	71.8	5' 4"	163
186.1	84.6	5' 9"	175
172.9	78.6	6' 3"	190
173.8	79	5' 5"	166
173.1	78.7	6' 0"	183
203.5	92.5	5' 10"	177
189.4	86.1	5' 6"	168
243.8	110.8	5' 11"	180
242	110	5' 10"	178
185	84.1	5' 6"	167
196.9	89.5	5' 8"	172
143.9	65.4	6' 0"	182
163.2	74.2	5' 8"	172
210.1	95.5	6' 0"	183
152.5	69.3	6' 2"	188
173.8	79	5' 8"	172
133.1	60.5	5' 8"	173
181.7	82.6	6' 2"	187
133.3	60.6	5' 10"	177
143.7	65.3	5' 5"	165
159.3	72.4	5' 9"	175
216.7	98.5	5' 6"	168
198.2	90.1	6' 1"	185
202.2	91.9	5' 11"	181
165	75	6' 2"	188
139.9	63.6	6' 0"	182
160.2	72.8	6' 2"	187
157.3	71.5	6' 1"	185
166.8	75.8	6' 0"	182
217.4	98.8	5' 7"	169
132.4	60.2	5' 6"	167
179.1	81.4	5' 8"	173
213.4	97	5' 11"	181
147.8	67.2	5' 6"	168
232.8	105.8	5' 7"	171
159.7	72.6	5' 7"	170
153.1	69.6	5' 11"	181
202.6	92.1	6' 2"	187
156	70.9	6' 2"	188
249.5	113.4	5' 7"	170
218.5	99.3	6' 0"	182
171.8	78.1	5' 10"	177
219.3	99.7	6' 1"	186
